owner,name,stars,forks,watchers,isFork,isArchived,languages,languageCount,topics,topicCount,diskUsageKb,pullRequests,issues,description,primaryLanguage,createdAt,pushedAt,defaultBranchCommitCount,license,assignableUserCount,codeOfConduct,forkingAllowed,nameWithOwner,parent,contributors
NotFound9,interviewGuide,3810,688,84,False,False,"[{'name': 'Java', 'size': 30289}]",1,"[{'name': 'interview-questions', 'stars': 240}, {'name': 'java', 'stars': 147836}, {'name': 'redis', 'stars': 396}, {'name': 'star', 'stars': 10}, {'name': 'jvm', 'stars': 67}, {'name': 'mysql', 'stars': 61815}, {'name': 'interview', 'stars': 243}, {'name': 'algorithms', 'stars': 397}, {'name': 'spring', 'stars': 1549}, {'name': 'backend', 'stars': 492}]",20,62214,9,15,推荐免费ChatGPT网站：https://www.lintcode.com/chat-gpt?utm_source=tf-github-NotFound  点此领取7天VIP会员：https://www.lintcode.com/vip/activity/z1qgMH           《大厂面试指北》——包括Java基础、JVM、数据库、mysql、redis、计算机网络、算法、数据结构、操作系统、设计模式、系统设计、框架原理。,Java,2016-04-20T07:17:09Z,2023-08-07T06:26:02Z,309.0,,1,,True,NotFound9/interviewGuide,,3
Flipper-XFW,Xtreme-Firmware,3809,285,363,False,False,"[{'name': 'C', 'size': 43041581}, {'name': 'Python', 'size': 496081}, {'name': 'HTML', 'size': 386400}, {'name': 'PHP', 'size': 151052}, {'name': 'C++', 'size': 144934}, {'name': 'Shell', 'size': 12174}, {'name': 'Assembly', 'size': 12159}, {'name': 'Ruby', 'size': 2918}, {'name': 'Batchfile', 'size': 2312}, {'name': 'PowerShell', 'size': 1878}]",10,"[{'name': 'flipper', 'stars': 23}, {'name': 'flipper-zero', 'stars': 48}, {'name': 'flipperzero', 'stars': 193}, {'name': 'flipper-firmware', 'stars': 1}, {'name': 'flipper-zer0', 'stars': 0}, {'name': 'flipper-zero-firmware', 'stars': 6}, {'name': 'cfw', 'stars': 8}, {'name': 'custom-firmware', 'stars': 8}]",8,587090,134,220,"The Dom amongst the Flipper Zero Firmware. Give your Flipper the power and freedom it is really craving. Let it show you its true form. Dont delay, switch to the one and only true Master today!    ",C,2022-12-18T14:01:26Z,2023-08-17T09:47:22Z,9761.0,GNU General Public License v3.0,3,,True,Flipper-XFW/Xtreme-Firmware,,366
cch123,golang-notes,3809,665,190,False,False,"[{'name': 'HTML', 'size': 21212}, {'name': 'SCSS', 'size': 17057}, {'name': 'JavaScript', 'size': 4809}, {'name': 'Go', 'size': 29}]",4,"[{'name': 'golang', 'stars': 1856}, {'name': 'source', 'stars': 24}, {'name': 'code', 'stars': 653}, {'name': 'runtime', 'stars': 35}, {'name': 'reading', 'stars': 54}, {'name': 'go', 'stars': 58453}]",6,8118,39,23,Go source code analysis(zh-cn),HTML,2018-04-04T05:21:51Z,2022-07-18T09:30:00Z,944.0,Other,1,,True,cch123/golang-notes,,10
ericniebler,range-v3,3808,440,160,False,False,"[{'name': 'C++', 'size': 3542370}, {'name': 'CMake', 'size': 58228}, {'name': 'Shell', 'size': 3692}, {'name': 'Starlark', 'size': 3176}, {'name': 'Python', 'size': 2081}]",5,"[{'name': 'range', 'stars': 3}, {'name': 'range-library', 'stars': 0}, {'name': 'proposal', 'stars': 9}, {'name': 'iterator', 'stars': 0}, {'name': 'c-plus-plus', 'stars': 425}]",5,34382,894,891,"Range library for C++14/17/20, basis for C++20's std::ranges",C++,2013-11-11T16:05:48Z,2023-06-28T03:31:19Z,2521.0,Other,7,,True,ericniebler/range-v3,,112
burhanrashid52,PhotoEditor,3808,943,106,False,False,"[{'name': 'Kotlin', 'size': 254088}]",1,"[{'name': 'android', 'stars': 139799}, {'name': 'image-processing', 'stars': 1300}, {'name': 'photo-editor', 'stars': 14}, {'name': 'emoji', 'stars': 11354}, {'name': 'paint', 'stars': 6}, {'name': 'stickers', 'stars': 5}, {'name': 'text-editor', 'stars': 134}, {'name': 'instagram', 'stars': 312}, {'name': 'facebook', 'stars': 361}, {'name': 'stories', 'stars': 6}]",12,21848,123,383,"A Photo Editor library with simple, easy support for image editing using paints,text,filters,emoji and Sticker like stories.",Kotlin,2018-01-23T11:44:10Z,2023-07-28T07:40:23Z,453.0,MIT License,2,Contributor Covenant,True,burhanrashid52/PhotoEditor,,29
whalebrew,whalebrew,3808,100,41,False,False,"[{'name': 'Go', 'size': 102647}, {'name': 'Dockerfile', 'size': 995}, {'name': 'Shell', 'size': 407}]",3,"[{'name': 'docker', 'stars': 74045}, {'name': 'package-manager', 'stars': 10032}, {'name': 'homebrew', 'stars': 17087}, {'name': 'whalebrew', 'stars': 1}]",4,578,162,68,"Homebrew, but with Docker images",Go,2017-01-22T13:00:22Z,2023-07-24T20:38:28Z,224.0,Apache License 2.0,2,,True,whalebrew/whalebrew,,22
TarekRaafat,autoComplete.js,3807,239,49,False,False,"[{'name': 'JavaScript', 'size': 30813}]",1,"[{'name': 'autocomplete', 'stars': 45}, {'name': 'dropdown', 'stars': 5}, {'name': 'suggestions', 'stars': 4}, {'name': 'search', 'stars': 89}, {'name': 'vanilla-javascript', 'stars': 39}, {'name': 'javascipt', 'stars': 24}, {'name': 'lightweight', 'stars': 24}, {'name': 'autocomplete-search', 'stars': 4}, {'name': 'customizable', 'stars': 17}, {'name': 'autocomplete-component', 'stars': 0}]",20,15406,71,228,Simple autocomplete pure vanilla Javascript library.,JavaScript,2018-11-17T11:35:48Z,2023-06-15T01:08:42Z,1029.0,Apache License 2.0,1,,True,TarekRaafat/autoComplete.js,,39
apache,maven,3807,2544,216,False,False,"[{'name': 'Java', 'size': 5817801}, {'name': 'Batchfile', 'size': 8869}, {'name': 'Shell', 'size': 5741}, {'name': 'HTML', 'size': 2379}]",4,"[{'name': 'maven', 'stars': 13471}, {'name': 'java', 'stars': 147836}, {'name': 'build-management', 'stars': 3}, {'name': 'apache-maven', 'stars': 7}, {'name': 'hacktoberfest', 'stars': 26060}]",5,57950,1171,0,Apache Maven core,Java,2009-05-21T03:22:03Z,2023-08-11T00:17:47Z,11899.0,Apache License 2.0,33,Other,True,apache/maven,,183
louisdh,panelkit,3807,165,92,False,True,"[{'name': 'Swift', 'size': 137387}, {'name': 'C', 'size': 136}]",2,"[{'name': 'swift', 'stars': 28534}, {'name': 'ios', 'stars': 40513}, {'name': 'ipad', 'stars': 23}, {'name': 'ui', 'stars': 384}, {'name': 'pro', 'stars': 18}, {'name': 'panels', 'stars': 0}, {'name': 'ux', 'stars': 319}, {'name': 'uikit', 'stars': 61}]",8,11753,10,19,A UI framework that enables panels on iOS.,Swift,2017-02-20T21:36:25Z,2019-02-18T15:50:26Z,357.0,MIT License,1,,True,louisdh/panelkit,,4
go-co-op,gocron,3807,241,26,False,False,"[{'name': 'Go', 'size': 201511}, {'name': 'Makefile', 'size': 274}]",2,"[{'name': 'cron', 'stars': 17}, {'name': 'scheduler', 'stars': 43}, {'name': 'gocron', 'stars': 0}, {'name': 'golang-job-scheduling', 'stars': 0}, {'name': 'golang', 'stars': 1856}, {'name': 'clockwork', 'stars': 0}, {'name': 'schedule', 'stars': 16}, {'name': 'hacktoberfest', 'stars': 26060}]",8,672,251,219,Easy and fluent Go cron scheduling. This is a fork from https://github.com/jasonlvhit/gocron,Go,2020-03-20T15:33:05Z,2023-08-17T02:15:36Z,442.0,MIT License,3,Other,True,go-co-op/gocron,,9
udacity,self-driving-car-sim,3807,1473,227,False,True,"[{'name': 'C#', 'size': 1245540}, {'name': 'ShaderLab', 'size': 269434}, {'name': 'GLSL', 'size': 79093}, {'name': 'HLSL', 'size': 17852}, {'name': 'JavaScript', 'size': 1140}]",5,[],0,294632,16,123,A self-driving car simulator built with Unity,C#,2017-02-08T03:31:26Z,2022-02-24T12:49:52Z,26.0,MIT License,6,,True,udacity/self-driving-car-sim,,7
appcypher,awesome-wasm-langs,3806,190,115,False,False,[],0,"[{'name': 'webassembly', 'stars': 266}, {'name': 'wasm', 'stars': 227}, {'name': 'programming-language', 'stars': 335}, {'name': 'language', 'stars': 2305}, {'name': 'web', 'stars': 1630}, {'name': 'astro', 'stars': 83}, {'name': 'c', 'stars': 105731}, {'name': 'csharp', 'stars': 64451}, {'name': 'cpp', 'stars': 117993}, {'name': 'java', 'stars': 147836}]",13,239,97,35,😎 A curated list of languages that compile directly to or have their VMs in WebAssembly,,2017-12-15T11:24:02Z,2023-08-10T06:33:31Z,243.0,,1,Contributor Covenant,True,appcypher/awesome-wasm-langs,,83
mpolden,echoip,3806,506,91,False,False,"[{'name': 'Go', 'size': 38602}, {'name': 'HTML', 'size': 17270}, {'name': 'Makefile', 'size': 2573}, {'name': 'Dockerfile', 'size': 366}]",4,"[{'name': 'ip-lookup', 'stars': 11}, {'name': 'ip-location', 'stars': 8}, {'name': 'go', 'stars': 58453}, {'name': 'geoip', 'stars': 5}, {'name': 'ip-address-lookup', 'stars': 2}]",5,338,56,117,IP address lookup service,Go,2012-11-19T22:56:08Z,2023-05-21T18:26:14Z,312.0,"BSD 3-Clause ""New"" or ""Revised"" License",2,,True,mpolden/echoip,,24
prometheus,blackbox_exporter,3806,964,58,False,False,"[{'name': 'Go', 'size': 230863}, {'name': 'Makefile', 'size': 774}, {'name': 'Dockerfile', 'size': 452}]",3,"[{'name': 'blackbox-exporter', 'stars': 1}, {'name': 'icmp', 'stars': 6}, {'name': 'prometheus-exporter', 'stars': 51}, {'name': 'prometheus', 'stars': 151}]",4,7200,476,633,Blackbox prober exporter,Go,2015-09-05T14:45:00Z,2023-08-18T07:43:23Z,492.0,Apache License 2.0,36,Other,True,prometheus/blackbox_exporter,,111
chyyuu,os_kernel_lab,3806,1925,221,False,False,"[{'name': 'Rust', 'size': 285121}, {'name': 'Makefile', 'size': 3766}, {'name': 'Assembly', 'size': 3136}, {'name': 'Dockerfile', 'size': 2840}, {'name': 'Shell', 'size': 123}]",5,"[{'name': 'kernel', 'stars': 170}, {'name': 'lab', 'stars': 13}, {'name': 'os', 'stars': 177}, {'name': 'rust', 'stars': 36382}, {'name': 'risc-v', 'stars': 107}]",5,99196,52,41,OS kernel labs based on Rust/C Lang & RISC-V 64/X86-32,Rust,2012-08-21T18:44:08Z,2023-01-27T03:05:28Z,358.0,GNU General Public License v3.0,7,,True,chyyuu/os_kernel_lab,,13
PokemonGoF,PokemonGo-Bot,3806,1587,317,False,False,"[{'name': 'Python', 'size': 894181}, {'name': 'JavaScript', 'size': 317991}, {'name': 'Batchfile', 'size': 26769}, {'name': 'Shell', 'size': 9091}, {'name': 'HTML', 'size': 5645}, {'name': 'CSS', 'size': 1519}]",6,"[{'name': 'pokemongo', 'stars': 6}, {'name': 'bot', 'stars': 54404}, {'name': 'python', 'stars': 277240}, {'name': 'pokemon', 'stars': 77}, {'name': 'script', 'stars': 93}, {'name': 'automation', 'stars': 1054}, {'name': 'mqtt', 'stars': 166}, {'name': 'pokemongof', 'stars': 1}, {'name': 'pokemongo-bot', 'stars': 6}, {'name': 'pokestops', 'stars': 0}]",13,13042,2257,3983,"The Pokemon Go Bot, baking with community.",Python,2016-07-20T05:31:53Z,2022-09-24T14:40:21Z,3467.0,MIT License,33,,True,PokemonGoF/PokemonGo-Bot,,318
jomjol,AI-on-the-edge-device,3805,491,102,False,False,"[{'name': 'C++', 'size': 974119}, {'name': 'C', 'size': 455105}, {'name': 'HTML', 'size': 354421}, {'name': 'CSS', 'size': 151230}, {'name': 'JavaScript', 'size': 46952}, {'name': 'Pascal', 'size': 8795}, {'name': 'CMake', 'size': 7407}, {'name': 'Python', 'size': 2772}, {'name': 'Shell', 'size': 415}, {'name': 'Batchfile', 'size': 351}]",10,[],0,156711,578,1359,"Easy to use device for connecting ""old"" measuring units (water, power, gas, ...) to the digital world",C++,2020-07-28T17:20:33Z,2023-08-15T19:37:23Z,1701.0,,4,,True,jomjol/AI-on-the-edge-device,,46
7-sevens,Developer-Books,3804,1430,79,False,False,[],0,"[{'name': 'c', 'stars': 105731}, {'name': 'cplusplus', 'stars': 87}, {'name': 'java', 'stars': 147836}, {'name': 'python', 'stars': 277240}, {'name': 'android', 'stars': 139799}]",5,2804770,4,8,编程开发相关书单列表整理,,2017-02-14T02:54:20Z,2023-04-22T07:42:06Z,61.0,,1,,True,7-sevens/Developer-Books,,1
ktr0731,evans,3803,179,28,False,False,"[{'name': 'Go', 'size': 313579}, {'name': 'Dockerfile', 'size': 1344}, {'name': 'Makefile', 'size': 741}, {'name': 'Shell', 'size': 637}]",4,"[{'name': 'grpc', 'stars': 247}, {'name': 'grpc-client', 'stars': 11}, {'name': 'completion', 'stars': 14}, {'name': 'cli', 'stars': 50580}, {'name': 'repl-mode', 'stars': 0}, {'name': 'protocol-buffers', 'stars': 26}, {'name': 'golang', 'stars': 1856}, {'name': 'rpc', 'stars': 83}]",8,49930,516,148,Evans: more expressive universal gRPC client,Go,2017-07-16T05:10:41Z,2023-08-01T04:08:34Z,636.0,MIT License,2,,True,ktr0731/evans,,33
flatpak,flatpak,3803,375,94,False,False,"[{'name': 'C', 'size': 4497668}, {'name': 'Shell', 'size': 271061}, {'name': 'Meson', 'size': 54353}, {'name': 'M4', 'size': 51456}, {'name': 'Yacc', 'size': 46057}, {'name': 'Python', 'size': 26459}, {'name': 'C++', 'size': 21480}, {'name': 'Makefile', 'size': 13728}, {'name': 'Pawn', 'size': 12141}, {'name': 'HTML', 'size': 2758}]",12,[],0,41247,2388,3050,Linux application sandboxing and distribution framework,C,2016-05-19T14:19:21Z,2023-08-17T19:01:58Z,7266.0,GNU Lesser General Public License v2.1,24,Other,True,flatpak/flatpak,,212
genuinetools,img,3803,229,55,False,False,"[{'name': 'Go', 'size': 108527}, {'name': 'C', 'size': 13769}, {'name': 'Makefile', 'size': 8308}, {'name': 'Shell', 'size': 2370}, {'name': 'Dockerfile', 'size': 2185}]",5,"[{'name': 'docker', 'stars': 74045}, {'name': 'buildkit', 'stars': 6}, {'name': 'runc', 'stars': 6}, {'name': 'rootless', 'stars': 1}, {'name': 'containers', 'stars': 292}, {'name': 'cli', 'stars': 50580}, {'name': 'linux', 'stars': 106625}, {'name': 'opencontainers', 'stars': 1}]",8,36778,117,246,"Standalone, daemon-less, unprivileged Dockerfile and OCI compatible container image builder.",Go,2017-12-08T18:17:59Z,2022-07-13T17:46:25Z,413.0,MIT License,3,,True,genuinetools/img,,48
kizitonwose,Calendar,3803,454,30,False,False,"[{'name': 'Kotlin', 'size': 188704}]",1,"[{'name': 'calendar', 'stars': 53}, {'name': 'calendarview', 'stars': 0}, {'name': 'date', 'stars': 12}, {'name': 'datepicker', 'stars': 12}, {'name': 'compose', 'stars': 27}, {'name': 'compose-calendar', 'stars': 0}, {'name': 'android', 'stars': 139799}, {'name': 'heatmap-calendar', 'stars': 1}, {'name': 'month-calendar', 'stars': 0}, {'name': 'week-calendar', 'stars': 0}]",17,4253,75,410,A highly customizable calendar view and compose library for Android.,Kotlin,2019-04-20T14:43:36Z,2023-07-12T07:31:40Z,605.0,MIT License,1,,True,kizitonwose/Calendar,,12
sissbruecker,linkding,3802,199,28,False,False,"[{'name': 'Python', 'size': 444914}, {'name': 'HTML', 'size': 59187}, {'name': 'JavaScript', 'size': 12697}, {'name': 'Svelte', 'size': 12552}, {'name': 'SCSS', 'size': 11861}, {'name': 'Shell', 'size': 4191}, {'name': 'Dockerfile', 'size': 1823}]",7,"[{'name': 'bookmarks', 'stars': 78}, {'name': 'bookmark-service', 'stars': 3}, {'name': 'bookmark-manager', 'stars': 75}, {'name': 'self-hosted', 'stars': 555}]",4,2303,198,304,"Self-hosted bookmark manager that is designed be to be minimal, fast, and easy to set up using Docker.",Python,2019-06-28T05:34:23Z,2023-08-15T14:50:02Z,377.0,MIT License,1,,True,sissbruecker/linkding,,66
lando,lando,3802,550,79,False,False,"[{'name': 'Shell', 'size': 20187}, {'name': 'Inno Setup', 'size': 11599}, {'name': 'PowerShell', 'size': 5668}, {'name': 'Rich Text Format', 'size': 588}]",4,"[{'name': 'local', 'stars': 9}, {'name': 'development', 'stars': 459}, {'name': 'environment', 'stars': 76}, {'name': 'docker', 'stars': 74045}, {'name': 'php', 'stars': 52471}, {'name': 'python', 'stars': 277240}, {'name': 'ruby', 'stars': 20334}, {'name': 'dotnet', 'stars': 43458}, {'name': 'nodejs', 'stars': 74528}, {'name': 'drupal', 'stars': 75}]",14,25283,1105,1927,"A development tool for all your projects that is fast, easy, powerful and liberating",Shell,2017-01-10T04:45:11Z,2023-08-11T14:14:17Z,5510.0,GNU General Public License v3.0,5,,True,lando/lando,,187
rbenv,ruby-build,3801,807,105,False,False,"[{'name': 'Shell', 'size': 107139}, {'name': 'Roff', 'size': 51673}, {'name': 'Ruby', 'size': 600}]",3,"[{'name': 'hacktoberfest', 'stars': 26060}, {'name': 'ruby', 'stars': 20334}]",2,3012,914,938,Compile and install Ruby,Shell,2011-08-02T13:47:29Z,2023-08-08T09:23:03Z,2187.0,MIT License,6,Contributor Covenant,True,rbenv/ruby-build,,241
bblimke,webmock,3801,552,42,False,False,"[{'name': 'Ruby', 'size': 539436}]",1,[],0,2612,490,541,Library for stubbing and setting expectations on HTTP requests in Ruby.,Ruby,2009-11-06T10:37:29Z,2023-08-14T06:42:06Z,1791.0,MIT License,6,,True,bblimke/webmock,,233
huashengdun,webssh,3801,911,82,False,False,"[{'name': 'Python', 'size': 107176}, {'name': 'JavaScript', 'size': 21252}, {'name': 'HTML', 'size': 3479}, {'name': 'Dockerfile', 'size': 417}]",4,"[{'name': 'python', 'stars': 277240}, {'name': 'tornado', 'stars': 6}, {'name': 'paramiko', 'stars': 2}, {'name': 'xtermjs', 'stars': 3}, {'name': 'websockets', 'stars': 46}, {'name': 'asynchronous', 'stars': 18}]",6,1060,53,301,:seedling: Web based ssh client,Python,2017-11-08T14:37:03Z,2023-08-14T23:28:49Z,495.0,MIT License,1,,True,huashengdun/webssh,,17
naturomics,CapsNet-Tensorflow,3801,1183,252,False,False,"[{'name': 'Python', 'size': 40537}, {'name': 'R', 'size': 751}]",2,"[{'name': 'capsnet', 'stars': 2}, {'name': 'tensorflow', 'stars': 35637}, {'name': 'capsule', 'stars': 2}, {'name': 'capsule-network', 'stars': 12}, {'name': 'routing-algorithm', 'stars': 5}, {'name': 'dynamic-routing', 'stars': 1}]",6,1629,19,66,A Tensorflow implementation of CapsNet(Capsules Net) in paper Dynamic Routing Between Capsules,Python,2017-10-28T04:20:36Z,2018-12-22T06:28:34Z,148.0,Apache License 2.0,2,,True,naturomics/CapsNet-Tensorflow,,7
CarperAI,trlx,3801,393,52,False,False,"[{'name': 'Python', 'size': 479527}, {'name': 'Shell', 'size': 6320}, {'name': 'Dockerfile', 'size': 1436}]",3,"[{'name': 'machine-learning', 'stars': 72588}, {'name': 'pytorch', 'stars': 1036}, {'name': 'reinforcement-learning', 'stars': 428}]",3,47933,275,259,A repo for distributed training of language models with Reinforcement Learning via Human Feedback (RLHF),Python,2022-10-03T19:42:40Z,2023-08-17T05:22:01Z,332.0,MIT License,11,Contributor Covenant,True,CarperAI/trlx,,51
dedupeio,dedupe,3800,523,121,False,False,"[{'name': 'Python', 'size': 251214}, {'name': 'Cython', 'size': 2008}, {'name': 'Shell', 'size': 194}]",3,"[{'name': 'dedupe', 'stars': 8}, {'name': 'record-linkage', 'stars': 19}, {'name': 'python', 'stars': 277240}, {'name': 'python-library', 'stars': 275}, {'name': 'entity-resolution', 'stars': 25}, {'name': 'dedupe-library', 'stars': 0}, {'name': 'de-duplicating', 'stars': 0}, {'name': 'datamade', 'stars': 0}, {'name': 'clustering', 'stars': 42}]",9,6165,361,793,":id: A python library for accurate and scalable fuzzy matching, record deduplication and entity-resolution.",Python,2012-04-20T14:57:36Z,2023-05-29T02:57:35Z,3273.0,MIT License,3,Contributor Covenant,True,dedupeio/dedupe,,50
acode,cli,3800,195,80,False,False,"[{'name': 'JavaScript', 'size': 119779}]",1,"[{'name': 'registry', 'stars': 30}, {'name': 'serverless', 'stars': 15053}, {'name': 'faas', 'stars': 51}, {'name': 'nodejs', 'stars': 74528}, {'name': 'node', 'stars': 603}, {'name': 'stdlib', 'stars': 2}, {'name': 'sdks', 'stars': 2}, {'name': 'aws-lambda', 'stars': 105}, {'name': 'api', 'stars': 90667}, {'name': 'autocode', 'stars': 0}]",10,424,74,136,Autocode CLI and standard library tooling,JavaScript,2016-08-08T11:27:43Z,2023-03-08T21:56:01Z,408.0,MIT License,1,,True,acode/cli,,13
Slackadays,Clipboard,3800,105,21,False,False,"[{'name': 'C++', 'size': 5660360}, {'name': 'Shell', 'size': 23068}, {'name': 'CMake', 'size': 10414}, {'name': 'Objective-C', 'size': 2339}, {'name': 'PowerShell', 'size': 1141}]",5,"[{'name': 'linux', 'stars': 106625}, {'name': 'clipboard', 'stars': 30}, {'name': 'macos', 'stars': 33711}, {'name': 'cross-platform', 'stars': 156}, {'name': 'cmd', 'stars': 45}, {'name': 'cli', 'stars': 50580}, {'name': 'terminal', 'stars': 42044}, {'name': 'posix', 'stars': 33}, {'name': 'windows', 'stars': 34209}, {'name': 'api', 'stars': 90667}]",20,71160,56,86,"😎🏖️🐬 Your new, 𝘳𝘪𝘥𝘰𝘯𝘬𝘶𝘭𝘪𝘤𝘪𝘰𝘶𝘴𝘭𝘺 smart clipboard manager",C++,2022-11-20T01:06:54Z,2023-08-08T01:39:50Z,1756.0,GNU General Public License v3.0,1,Contributor Covenant,True,Slackadays/Clipboard,,20
seanpowell,Email-Boilerplate,3799,687,175,False,False,"[{'name': 'HTML', 'size': 25703}]",1,[],0,54,27,22,The email boilerplate for sending out nicely formatted messages.,HTML,2011-02-03T19:55:30Z,2021-04-28T18:47:01Z,65.0,,1,,True,seanpowell/Email-Boilerplate,,10
zeman,perfmap,3799,144,102,False,False,"[{'name': 'JavaScript', 'size': 9226}]",1,[],0,542,11,21,Front-end performance heatmap bookmarklet.,JavaScript,2014-09-17T21:00:59Z,2017-05-12T00:10:57Z,45.0,,1,,True,zeman/perfmap,,9
umicro,uView,3799,777,56,False,False,"[{'name': 'Vue', 'size': 1004123}, {'name': 'JavaScript', 'size': 193911}, {'name': 'CSS', 'size': 80434}, {'name': 'SCSS', 'size': 13584}, {'name': 'HTML', 'size': 1522}]",5,"[{'name': 'vue', 'stars': 57868}, {'name': 'weixin', 'stars': 36}, {'name': 'uniapp', 'stars': 19}]",3,3239,168,1111,uView UI，是uni-app生态最优秀的UI框架，全面的组件和便捷的工具会让您信手拈来，如鱼得水,Vue,2020-05-09T11:44:09Z,2023-08-17T13:00:58Z,224.0,MIT License,8,,True,umicro/uView,,20
suitcss,suit,3799,242,126,False,False,"[{'name': 'HTML', 'size': 108967}, {'name': 'CSS', 'size': 84163}, {'name': 'JavaScript', 'size': 59400}]",3,"[{'name': 'suit-css', 'stars': 0}, {'name': 'css', 'stars': 96883}, {'name': 'preprocessor', 'stars': 8}, {'name': 'postcss', 'stars': 22}, {'name': 'css-packages', 'stars': 0}]",5,1815,34,133,Style tools for UI components,HTML,2011-10-19T21:38:00Z,2022-05-29T08:37:53Z,1574.0,,3,,True,suitcss/suit,,41
ifzhang,FairMOT,3799,912,88,False,False,"[{'name': 'Python', 'size': 356712}, {'name': 'Dockerfile', 'size': 2854}, {'name': 'Shell', 'size': 2360}]",3,"[{'name': 'multi-object-tracking', 'stars': 63}, {'name': 'one-shot-tracker', 'stars': 0}, {'name': 'joint-detection-and-tracking', 'stars': 1}, {'name': 'real-time', 'stars': 52}]",4,64887,34,511,[IJCV-2021] FairMOT: On the Fairness of Detection and Re-Identification in Multi-Object Tracking,Python,2020-04-04T07:48:48Z,2022-07-19T06:50:42Z,120.0,MIT License,1,,True,ifzhang/FairMOT,,13
khuyentran1401,Data-science,3799,976,135,False,False,"[{'name': 'Jupyter Notebook', 'size': 208248926}, {'name': 'HTML', 'size': 4832451}, {'name': 'Python', 'size': 93905}, {'name': 'CSS', 'size': 3654}, {'name': 'Gherkin', 'size': 1240}, {'name': 'Dockerfile', 'size': 113}]",6,"[{'name': 'data-science', 'stars': 3793}, {'name': 'machine-learning', 'stars': 72588}, {'name': 'natural-language-processing', 'stars': 448}, {'name': 'python', 'stars': 277240}, {'name': 'data-visualization', 'stars': 59770}, {'name': 'data-analysis', 'stars': 669}, {'name': 'articles', 'stars': 13}, {'name': 'artificial-intelligence', 'stars': 743}, {'name': 'time-series', 'stars': 159}, {'name': 'scraping', 'stars': 134}]",10,133577,9,7,"Collection of useful data science topics along with articles, videos, and code",Jupyter Notebook,2020-07-17T19:25:27Z,2023-08-09T15:46:11Z,711.0,,1,,True,khuyentran1401/Data-science,,2
fatih,structs,3799,700,64,False,True,"[{'name': 'Go', 'size': 60106}]",1,"[{'name': 'go', 'stars': 58453}, {'name': 'golang', 'stars': 1856}, {'name': 'structs', 'stars': 2}]",3,141,68,55,Utilities for Go structs,Go,2014-07-26T11:08:52Z,2018-10-10T23:18:10Z,177.0,MIT License,1,,True,fatih/structs,,22
geopandas,geopandas,3799,862,107,False,False,"[{'name': 'Python', 'size': 1419855}, {'name': 'HTML', 'size': 32111}, {'name': 'Shell', 'size': 754}]",3,[],0,57503,1417,1480,Python tools for geographic data,Python,2013-06-27T17:03:47Z,2023-08-11T11:01:37Z,1779.0,"BSD 3-Clause ""New"" or ""Revised"" License",14,Other,True,geopandas/geopandas,,211
WooVictory,Ready-For-Tech-Interview,3799,500,37,False,False,[],0,"[{'name': 'developer', 'stars': 67}, {'name': 'android', 'stars': 139799}, {'name': 'computer-science', 'stars': 487}, {'name': 'interview', 'stars': 243}, {'name': 'tech-interview', 'stars': 2}, {'name': 'network', 'stars': 265}, {'name': 'datbase', 'stars': 0}, {'name': 'data-structures', 'stars': 71595}, {'name': 'java', 'stars': 147836}, {'name': 'kotlin', 'stars': 32059}]",20,484,10,7,💻 신입 개발자로서 지식을 쌓기 위해 공부하는 공간 👨‍💻,,2020-01-26T06:04:17Z,2023-06-19T04:25:10Z,348.0,MIT License,1,,True,WooVictory/Ready-For-Tech-Interview,,8
m1guelpf,chatgpt-telegram,3798,577,35,False,False,"[{'name': 'Go', 'size': 25091}, {'name': 'Dockerfile', 'size': 252}, {'name': 'Makefile', 'size': 116}]",3,"[{'name': 'gpt-3', 'stars': 136}, {'name': 'openai', 'stars': 328}, {'name': 'telegram-bot', 'stars': 293}, {'name': 'gptchat', 'stars': 9}]",4,41,21,96,"Run your own GPTChat Telegram bot, with a single command!",Go,2022-12-04T03:19:47Z,2023-04-10T07:55:38Z,14.0,MIT License,1,,True,m1guelpf/chatgpt-telegram,,7
loveshell,ngx_lua_waf,3798,1448,237,False,False,"[{'name': 'Lua', 'size': 11077}, {'name': 'Shell', 'size': 1587}]",2,[],0,192,30,135,ngx_lua_waf是一个基于lua-nginx-module(openresty)的web应用防火墙,Lua,2013-03-23T10:15:27Z,2022-12-23T09:53:21Z,167.0,,1,,True,loveshell/ngx_lua_waf,,2
palera1n,palera1n,3797,497,162,False,False,"[{'name': 'C', 'size': 110890}, {'name': 'Makefile', 'size': 6873}, {'name': 'Assembly', 'size': 1891}]",3,"[{'name': 'checkm8', 'stars': 16}, {'name': 'ios', 'stars': 40513}, {'name': 'iphone', 'stars': 60}, {'name': 'jailbreak', 'stars': 107}, {'name': 'hacktoberfest', 'stars': 26060}, {'name': 'checkra1n', 'stars': 22}]",6,100032,195,0,iOS 15.0-16.5.1 semi-tethered checkm8 jailbreak,C,2022-09-17T12:35:44Z,2023-08-08T11:28:43Z,411.0,MIT License,7,,True,palera1n/palera1n,,17
