owner,name,stars,forks,watchers,isFork,isArchived,languages,languageCount,topics,topicCount,diskUsageKb,pullRequests,issues,description,primaryLanguage,createdAt,pushedAt,defaultBranchCommitCount,license,assignableUserCount,codeOfConduct,forkingAllowed,nameWithOwner,parent,contributors
nvbn,thefuck,78992,3413,830,False,False,"[{'name': 'Python', 'size': 543910}, {'name': 'Dockerfile', 'size': 754}, {'name': 'PowerShell', 'size': 622}, {'name': 'Shell', 'size': 134}, {'name': 'Batchfile', 'size': 130}]",5,"[{'name': 'python', 'stars': 277237}, {'name': 'shell', 'stars': 22608}]",2,4043,676,681,Magnificent app which corrects your previous console command.,Python,2015-04-08T15:08:04Z,2023-08-01T14:49:57Z,1650.0,MIT License,3,,True,nvbn/thefuck,,168
animate-css,animate.css,78414,16532,2271,False,False,"[{'name': 'CSS', 'size': 31024}, {'name': 'HTML', 'size': 9449}, {'name': 'JavaScript', 'size': 5248}, {'name': 'Shell', 'size': 58}]",4,"[{'name': 'css-animations', 'stars': 58}, {'name': 'css', 'stars': 96882}, {'name': 'animation', 'stars': 340}, {'name': 'stylesheets', 'stars': 14}]",4,1778,801,851,🍿 A cross-browser library of CSS animations. As easy to use as an easy thing.,CSS,2011-10-12T10:07:38Z,2023-07-17T03:46:36Z,662.0,Other,3,Contributor Covenant,True,animate-css/animate.css,,115
tensorflow,models,76052,46266,2775,False,False,"[{'name': 'Jupyter Notebook', 'size': 23230514}, {'name': 'Python', 'size': 22729008}, {'name': 'C++', 'size': 526197}, {'name': 'Shell', 'size': 89619}, {'name': 'Starlark', 'size': 84913}, {'name': 'Dockerfile', 'size': 10147}]",6,[],0,613656,3755,7168,Models and examples built with TensorFlow,Jupyter Notebook,2016-02-05T01:15:20Z,2023-08-17T18:50:15Z,9152.0,Other,165,Other,True,tensorflow/models,,364
gothinkster,realworld,76025,7032,1548,False,False,"[{'name': 'TypeScript', 'size': 277877}, {'name': 'MDX', 'size': 24107}, {'name': 'CSS', 'size': 21071}, {'name': 'HTML', 'size': 3677}, {'name': 'JavaScript', 'size': 1533}, {'name': 'Shell', 'size': 541}, {'name': 'Procfile', 'size': 101}]",7,[],0,36857,697,520,"""The mother of all demo apps"" — Exemplary fullstack Medium.com clone powered by React, Angular, Node, Django, and many more",TypeScript,2016-02-26T20:49:53Z,2023-08-15T08:30:41Z,925.0,MIT License,8,Contributor Covenant,True,gothinkster/realworld,,80
papers-we-love,papers-we-love,75744,5636,3079,False,False,"[{'name': 'Shell', 'size': 1257}]",1,"[{'name': 'computer-science', 'stars': 487}, {'name': 'read-papers', 'stars': 11}, {'name': 'meetup', 'stars': 8}, {'name': 'papers', 'stars': 48}, {'name': 'programming', 'stars': 1749}, {'name': 'theory', 'stars': 20}, {'name': 'awesome', 'stars': 68077}]",7,230569,508,223,Papers from the computer science community to read and discuss.,Shell,2013-12-15T14:31:41Z,2023-08-15T10:53:48Z,866.0,,6,Other,True,papers-we-love/papers-we-love,,247
microsoft,Web-Dev-For-Beginners,74832,11654,2633,False,False,"[{'name': 'JavaScript', 'size': 81044}, {'name': 'HTML', 'size': 11352}, {'name': 'CSS', 'size': 7881}, {'name': 'Vue', 'size': 4083}]",4,"[{'name': 'javascript', 'stars': 163762}, {'name': 'curriculum', 'stars': 72}, {'name': 'html', 'stars': 107963}, {'name': 'css', 'stars': 96882}, {'name': 'education', 'stars': 535}, {'name': 'learning', 'stars': 674}, {'name': 'tutorials', 'stars': 155}]",7,86621,792,254,"24 Lessons, 12 Weeks, Get Started as a Web Developer",JavaScript,2020-11-10T02:44:00Z,2023-08-14T17:45:25Z,1667.0,MIT License,17,Other,True,microsoft/Web-Dev-For-Beginners,,211
laravel,laravel,74394,23909,4456,False,False,"[{'name': 'PHP', 'size': 73996}, {'name': 'Blade', 'size': 28631}, {'name': 'JavaScript', 'size': 285}]",3,"[{'name': 'php', 'stars': 52471}, {'name': 'framework', 'stars': 31818}, {'name': 'laravel', 'stars': 27035}]",3,10693,4567,0,"Laravel is a web application framework with expressive, elegant syntax. We’ve already laid the foundation for your next big idea — freeing you to create without sweating the small things.",PHP,2011-06-08T03:06:08Z,2023-08-16T02:29:00Z,6908.0,,10,,True,laravel/laravel,,397
MisterBooo,LeetCodeAnimation,73558,13932,2589,False,False,"[{'name': 'Java', 'size': 565397}, {'name': 'Python', 'size': 2384}, {'name': 'C++', 'size': 439}]",3,"[{'name': 'leetcode', 'stars': 191}, {'name': 'leetcode-solutions', 'stars': 48}, {'name': 'leetcode-java', 'stars': 47}, {'name': 'animation', 'stars': 340}, {'name': 'leetcode-c', 'stars': 4}]",5,509807,76,59,Demonstrate all the questions on LeetCode in the form of animation.（用动画的形式呈现解LeetCode题目的思路）,Java,2018-12-06T08:01:22Z,2023-08-14T12:14:01Z,246.0,,1,,True,MisterBooo/LeetCodeAnimation,,15
521xueweihan,HelloGitHub,73024,9163,2826,False,False,"[{'name': 'Python', 'size': 9431}]",1,"[{'name': 'github', 'stars': 1311}, {'name': 'hellogithub', 'stars': 28}, {'name': 'python', 'stars': 277237}, {'name': 'awesome', 'stars': 68077}]",4,4270,33,2498,":octocat: 分享 GitHub 上有趣、入门级的开源项目。Share interesting, entry-level open source projects on GitHub.",Python,2016-05-04T06:24:11Z,2023-07-29T07:38:01Z,167.0,,7,,True,521xueweihan/HelloGitHub,,10
django,django,72553,29746,2283,False,False,"[{'name': 'Python', 'size': 16550540}, {'name': 'HTML', 'size': 243158}, {'name': 'JavaScript', 'size': 154601}, {'name': 'CSS', 'size': 92645}, {'name': 'Shell', 'size': 809}, {'name': 'Smarty', 'size': 392}, {'name': 'Makefile', 'size': 125}, {'name': 'Procfile', 'size': 47}]",8,"[{'name': 'python', 'stars': 277237}, {'name': 'django', 'stars': 54911}, {'name': 'web', 'stars': 1630}, {'name': 'framework', 'stars': 31818}, {'name': 'orm', 'stars': 74}, {'name': 'templates', 'stars': 59}, {'name': 'models', 'stars': 33}, {'name': 'views', 'stars': 3}, {'name': 'apps', 'stars': 207}]",9,240221,17115,0,The Web framework for perfectionists with deadlines.,Python,2012-04-28T02:47:18Z,2023-08-18T07:28:16Z,31921.0,"BSD 3-Clause ""New"" or ""Revised"" License",54,Other,True,django/django,,394
mtdvio,every-programmer-should-know,72176,6898,2002,False,False,[],0,"[{'name': 'cc-by', 'stars': 2}, {'name': 'computer-science', 'stars': 487}, {'name': 'educational', 'stars': 27}, {'name': 'novice', 'stars': 2}, {'name': 'collection', 'stars': 33}]",5,301,163,42,A collection of (mostly) technical things every software developer should know about,,2017-08-24T13:18:26Z,2023-07-15T01:02:59Z,282.0,Creative Commons Attribution 4.0 International,2,,True,mtdvio/every-programmer-should-know,,78
ripienaar,free-for-dev,72174,7944,1566,False,False,"[{'name': 'HTML', 'size': 3556}]",1,"[{'name': 'free-for-developers', 'stars': 15}, {'name': 'awesome-list', 'stars': 1706}]",2,6986,2867,0,"A list of SaaS, PaaS and IaaS offerings that have free tiers of interest to devops and infradev",HTML,2015-03-18T21:06:26Z,2023-08-16T19:46:11Z,5232.0,,4,,True,ripienaar/free-for-dev,,446
FortAwesome,Font-Awesome,72103,12424,1379,False,False,"[{'name': 'JavaScript', 'size': 5254248}, {'name': 'SCSS', 'size': 497492}, {'name': 'CSS', 'size': 484356}, {'name': 'Less', 'size': 477678}]",4,"[{'name': 'fontawesome', 'stars': 9}, {'name': 'icons', 'stars': 148}, {'name': 'webfont', 'stars': 11}, {'name': 'font', 'stars': 14687}, {'name': 'css', 'stars': 96882}, {'name': 'svg-icons', 'stars': 86}, {'name': 'svg-sprites', 'stars': 5}]",7,111971,669,18998,"The iconic SVG, font, and CSS toolkit",JavaScript,2012-02-17T14:19:43Z,2023-08-03T08:47:57Z,14.0,Other,14,Contributor Covenant,True,FortAwesome/Font-Awesome,,4
tonsky,FiraCode,72009,3035,716,False,False,"[{'name': 'Clojure', 'size': 24294}, {'name': 'Shell', 'size': 11783}, {'name': 'Python', 'size': 10289}, {'name': 'HTML', 'size': 4103}, {'name': 'CSS', 'size': 1366}, {'name': 'PureBasic', 'size': 596}, {'name': 'Dockerfile', 'size': 314}, {'name': 'Makefile', 'size': 123}]",8,"[{'name': 'programming-ligatures', 'stars': 19}, {'name': 'font', 'stars': 14687}, {'name': 'ligatures', 'stars': 22}]",3,88609,183,1282,Free monospaced font with programming ligatures,Clojure,2014-11-11T19:32:38Z,2023-06-19T17:28:31Z,585.0,SIL Open Font License 1.1,1,,True,tonsky/FiraCode,,113
sveltejs,svelte,71901,3979,872,False,False,"[{'name': 'JavaScript', 'size': 1928993}, {'name': 'Svelte', 'size': 536595}, {'name': 'HTML', 'size': 17266}, {'name': 'TypeScript', 'size': 6079}, {'name': 'CSS', 'size': 3624}]",5,"[{'name': 'template', 'stars': 108}, {'name': 'ui', 'stars': 384}, {'name': 'compiler', 'stars': 31071}]",3,99119,3686,5215,Cybernetically enhanced web apps,JavaScript,2016-11-20T18:13:05Z,2023-08-17T17:33:18Z,7474.0,MIT License,17,Other,True,sveltejs/svelte,,416
doocs,advanced-java,71252,18540,2612,False,False,"[{'name': 'Java', 'size': 8764}, {'name': 'JavaScript', 'size': 194}]",2,"[{'name': 'java', 'stars': 147835}, {'name': 'distributed-systems', 'stars': 345}, {'name': 'message-queue', 'stars': 51}, {'name': 'redis', 'stars': 396}, {'name': 'distributed-search-engine', 'stars': 10}, {'name': 'high-availability', 'stars': 41}, {'name': 'high-concurrency', 'stars': 11}, {'name': 'dubbo', 'stars': 44}, {'name': 'zookeeper', 'stars': 37}, {'name': 'rpc', 'stars': 83}]",20,33688,114,141,😮 Core Interview Questions & Answers For Experienced Java(Backend) Developers | 互联网 Java 工程师进阶知识完全扫盲：涵盖高并发、分布式、高可用、微服务、海量数据处理等领域知识,Java,2018-10-06T11:38:30Z,2023-07-21T12:08:43Z,734.0,Creative Commons Attribution Share Alike 4.0 International,392,,True,doocs/advanced-java,,38
tailwindlabs,tailwindcss,71230,3687,599,False,False,"[{'name': 'HTML', 'size': 54111006}, {'name': 'JavaScript', 'size': 1486376}, {'name': 'Rust', 'size': 110916}, {'name': 'CSS', 'size': 82543}, {'name': 'TypeScript', 'size': 742}, {'name': 'Shell', 'size': 521}, {'name': 'Svelte', 'size': 372}, {'name': 'SCSS', 'size': 89}]",8,"[{'name': 'tailwindcss', 'stars': 358}, {'name': 'css', 'stars': 96882}, {'name': 'css-framework', 'stars': 189}, {'name': 'postcss', 'stars': 22}, {'name': 'functional-css', 'stars': 23}, {'name': 'utility-classes', 'stars': 2}, {'name': 'responsive', 'stars': 32}]",7,97579,2300,2957,A utility-first CSS framework for rapid UI development.,HTML,2017-10-06T14:59:14Z,2023-08-17T20:58:53Z,5249.0,MIT License,6,Other,True,tailwindlabs/tailwindcss,,262
bitcoin,bitcoin,70968,35551,3947,False,False,"[{'name': 'C++', 'size': 10969695}, {'name': 'Python', 'size': 3283200}, {'name': 'C', 'size': 1817096}, {'name': 'M4', 'size': 217690}, {'name': 'Shell', 'size': 171518}, {'name': 'Makefile', 'size': 149949}, {'name': 'Sage', 'size': 59399}, {'name': 'CMake', 'size': 57651}, {'name': 'Assembly', 'size': 28366}, {'name': 'Scheme', 'size': 25506}]",17,"[{'name': 'bitcoin', 'stars': 63312}, {'name': 'c-plus-plus', 'stars': 425}, {'name': 'p2p', 'stars': 11957}, {'name': 'cryptocurrency', 'stars': 28873}, {'name': 'cryptography', 'stars': 434}]",5,236798,19518,7549,Bitcoin Core integration/staging tree,C++,2010-12-19T15:16:43Z,2023-08-18T09:01:25Z,38374.0,MIT License,54,,True,bitcoin/bitcoin,,349
gin-gonic,gin,70881,7647,1370,False,False,"[{'name': 'Go', 'size': 516153}, {'name': 'Makefile', 'size': 2055}]",2,"[{'name': 'server', 'stars': 20054}, {'name': 'middleware', 'stars': 46}, {'name': 'framework', 'stars': 31818}, {'name': 'go', 'stars': 58453}, {'name': 'router', 'stars': 58}, {'name': 'performance', 'stars': 130}, {'name': 'gin', 'stars': 144}]",7,3259,1607,2070,"Gin is a HTTP web framework written in Go (Golang). It features a Martini-like API with much better performance -- up to 40 times faster. If you need smashing performance, get yourself some Gin.",Go,2014-06-16T23:57:25Z,2023-08-17T14:08:35Z,1695.0,MIT License,5,Contributor Covenant,True,gin-gonic/gin,,410
fatedier,frp,70875,11818,1564,False,False,"[{'name': 'Go', 'size': 725102}, {'name': 'Vue', 'size': 25758}, {'name': 'TypeScript', 'size': 13468}, {'name': 'Shell', 'size': 4068}, {'name': 'Makefile', 'size': 1639}, {'name': 'JavaScript', 'size': 1181}, {'name': 'HTML', 'size': 1048}, {'name': 'CSS', 'size': 523}]",8,"[{'name': 'proxy', 'stars': 196}, {'name': 'reverse-proxy', 'stars': 99}, {'name': 'tunnel', 'stars': 109}, {'name': 'nat', 'stars': 26}, {'name': 'go', 'stars': 58453}, {'name': 'firewall', 'stars': 72}, {'name': 'frp', 'stars': 9}, {'name': 'expose', 'stars': 5}, {'name': 'http-proxy', 'stars': 39}, {'name': 'p2p', 'stars': 11957}]",10,26534,695,2858,A fast reverse proxy to help you expose a local server behind a NAT or firewall to the internet.,Go,2015-12-21T15:24:59Z,2023-08-14T04:00:35Z,1100.0,Apache License 2.0,4,,True,fatedier/frp,,101
opencv,opencv,70682,55557,2655,False,False,"[{'name': 'C++', 'size': 40332727}, {'name': 'C', 'size': 1547862}, {'name': 'Python', 'size': 1253839}, {'name': 'CMake', 'size': 1027372}, {'name': 'Java', 'size': 778348}, {'name': 'Objective-C++', 'size': 396339}, {'name': 'Cuda', 'size': 333937}, {'name': 'Swift', 'size': 301765}, {'name': 'JavaScript', 'size': 237219}, {'name': 'Objective-C', 'size': 101663}]",20,"[{'name': 'opencv', 'stars': 1096}, {'name': 'c-plus-plus', 'stars': 425}, {'name': 'computer-vision', 'stars': 1900}, {'name': 'deep-learning', 'stars': 70567}, {'name': 'image-processing', 'stars': 1300}]",5,520276,14118,9939,Open Source Computer Vision Library,C++,2012-07-19T09:40:17Z,2023-08-18T08:13:21Z,33270.0,Apache License 2.0,64,,True,opencv/opencv,,282
pytorch,pytorch,69865,19147,1670,False,False,"[{'name': 'Python', 'size': 50520004}, {'name': 'C++', 'size': 46192741}, {'name': 'Cuda', 'size': 4202174}, {'name': 'C', 'size': 2377146}, {'name': 'Objective-C++', 'size': 1479521}, {'name': 'CMake', 'size': 875220}, {'name': 'Starlark', 'size': 378553}, {'name': 'Assembly', 'size': 336348}, {'name': 'Shell', 'size': 335752}, {'name': 'Jupyter Notebook', 'size': 183471}]",28,"[{'name': 'neural-network', 'stars': 1942}, {'name': 'autograd', 'stars': 9}, {'name': 'gpu', 'stars': 91}, {'name': 'numpy', 'stars': 623}, {'name': 'deep-learning', 'stars': 70567}, {'name': 'tensor', 'stars': 23}, {'name': 'python', 'stars': 277237}, {'name': 'machine-learning', 'stars': 72587}]",8,1196689,71420,35767,Tensors and Dynamic neural networks in Python with strong GPU acceleration,Python,2016-08-13T05:26:41Z,2023-08-18T09:02:03Z,63057.0,Other,529,Contributor Covenant,True,pytorch/pytorch,,336
nvm-sh,nvm,69367,7401,971,False,False,"[{'name': 'Shell', 'size': 406449}, {'name': 'Makefile', 'size': 5361}, {'name': 'Dockerfile', 'size': 3691}, {'name': 'JavaScript', 'size': 38}]",4,"[{'name': 'nvm', 'stars': 13}, {'name': 'nodejs', 'stars': 74528}, {'name': 'node', 'stars': 603}, {'name': 'node-js', 'stars': 94}, {'name': 'version-manager', 'stars': 28}, {'name': 'posix', 'stars': 33}, {'name': 'posix-compliant', 'stars': 3}, {'name': 'bash', 'stars': 47178}, {'name': 'zsh', 'stars': 387}, {'name': 'shell', 'stars': 22608}]",13,3358,1034,1997,Node Version Manager - POSIX-compliant bash script to manage multiple active node.js versions,Shell,2010-04-15T17:47:47Z,2023-08-17T22:49:39Z,2141.0,MIT License,4,Other,True,nvm-sh/nvm,,348
vuejs,awesome-vue,69287,9430,2146,False,False,[],0,[],0,12896,3804,217,🎉 A curated list of awesome things related to Vue.js,,2015-10-20T00:16:14Z,2023-08-17T22:33:12Z,5060.0,MIT License,65,,True,vuejs/awesome-vue,,441
macrozheng,mall,69148,27422,2230,False,False,"[{'name': 'Java', 'size': 2737367}, {'name': 'Shell', 'size': 2324}, {'name': 'Dockerfile', 'size': 369}]",3,"[{'name': 'spring-boot', 'stars': 28695}, {'name': 'spring-security', 'stars': 68}, {'name': 'mybatis', 'stars': 63}, {'name': 'docker', 'stars': 74043}, {'name': 'swagger-ui', 'stars': 12}, {'name': 'mysql', 'stars': 61814}, {'name': 'redis', 'stars': 396}, {'name': 'elasticsearch', 'stars': 282}, {'name': 'mongodb', 'stars': 32383}, {'name': 'elk', 'stars': 18}]",16,58100,113,469,mall项目是一套电商系统，包括前台商城系统及后台管理系统，基于SpringBoot+MyBatis实现，采用Docker容器化部署。 前台商城系统包含首页门户、商品推荐、商品搜索、商品展示、购物车、订单流程、会员中心、客户服务、帮助中心等模块。 后台管理系统包含商品管理、订单管理、会员管理、促销管理、运营管理、内容管理、统计报表、财务管理、权限管理、设置等模块。,Java,2018-04-04T01:11:44Z,2023-08-18T09:01:55Z,985.0,Apache License 2.0,1,,True,macrozheng/mall,,1
spring-projects,spring-boot,68937,39271,3376,False,False,"[{'name': 'Java', 'size': 23361608}, {'name': 'Kotlin', 'size': 462511}, {'name': 'HTML', 'size': 58426}, {'name': 'Shell', 'size': 46009}, {'name': 'JavaScript', 'size': 33592}, {'name': 'Groovy', 'size': 15015}, {'name': 'Ruby', 'size': 8017}, {'name': 'Smarty', 'size': 2882}, {'name': 'Batchfile', 'size': 2138}, {'name': 'Dockerfile', 'size': 2075}]",13,"[{'name': 'java', 'stars': 147835}, {'name': 'spring-boot', 'stars': 28695}, {'name': 'spring', 'stars': 1549}, {'name': 'framework', 'stars': 31818}]",4,164503,5814,30816,Spring Boot,Java,2012-10-19T15:02:57Z,2023-08-18T07:37:51Z,44563.0,Apache License 2.0,16,Contributor Covenant,True,spring-projects/spring-boot,,365
gohugoio,hugo,68618,7319,1069,False,False,"[{'name': 'Go', 'size': 4544035}, {'name': 'HTML', 'size': 31651}, {'name': 'Shell', 'size': 2749}, {'name': 'Dockerfile', 'size': 1094}]",4,"[{'name': 'go', 'stars': 58453}, {'name': 'hugo', 'stars': 134}, {'name': 'static-site-generator', 'stars': 312}, {'name': 'blog-engine', 'stars': 52}, {'name': 'cms', 'stars': 370}, {'name': 'content-management-system', 'stars': 52}, {'name': 'documentation-tool', 'stars': 82}]",7,116623,4563,6655,The world’s fastest framework for building websites.,Go,2013-07-04T15:26:26Z,2023-08-18T08:12:58Z,7824.0,Apache License 2.0,8,,True,gohugoio/hugo,,420
neovim,neovim,68558,4816,973,False,False,"[{'name': 'Vim Script', 'size': 14498173}, {'name': 'C', 'size': 10138967}, {'name': 'Lua', 'size': 9034999}, {'name': 'Python', 'size': 175490}, {'name': 'CMake', 'size': 152288}, {'name': 'Shell', 'size': 60994}, {'name': 'Scheme', 'size': 33202}, {'name': 'Perl', 'size': 10983}, {'name': 'Makefile', 'size': 10752}, {'name': 'Roff', 'size': 9026}]",19,"[{'name': 'neovim', 'stars': 899}, {'name': 'c', 'stars': 105729}, {'name': 'vim', 'stars': 21857}, {'name': 'lua', 'stars': 13736}, {'name': 'nvim', 'stars': 125}, {'name': 'text-editor', 'stars': 134}, {'name': 'api', 'stars': 90666}]",7,248955,14545,10085,Vim-fork focused on extensibility and usability,Vim Script,2014-01-31T13:39:22Z,2023-08-18T06:00:12Z,26701.0,Other,30,,True,neovim/neovim,,445
Hack-with-Github,Awesome-Hacking,68107,8624,3731,False,False,[],0,"[{'name': 'hacking', 'stars': 1559}, {'name': 'security', 'stars': 33451}, {'name': 'bug-bounty', 'stars': 151}, {'name': 'awesome', 'stars': 68077}, {'name': 'android', 'stars': 139799}, {'name': 'fuzzing', 'stars': 146}, {'name': 'penetration-testing', 'stars': 538}, {'name': 'pentesting-windows', 'stars': 72}, {'name': 'reverse-engineering', 'stars': 841}]",9,165,96,0,"A collection of various awesome lists for hackers, pentesters and security researchers",,2016-03-30T15:47:10Z,2023-08-08T10:17:21Z,115.0,Creative Commons Zero v1.0 Universal,2,,True,Hack-with-Github/Awesome-Hacking,,23
typicode,json-server,68047,6713,1003,False,False,"[{'name': 'JavaScript', 'size': 87030}, {'name': 'HTML', 'size': 2063}, {'name': 'CSS', 'size': 1416}, {'name': 'Shell', 'size': 48}]",4,[],0,3761,367,1060,Get a full fake REST API with zero coding in less than 30 seconds (seriously),JavaScript,2013-11-27T13:21:13Z,2023-08-18T08:22:37Z,872.0,MIT License,1,,True,typicode/json-server,,76
tauri-apps,tauri,67707,1941,478,False,False,"[{'name': 'Rust', 'size': 1556550}, {'name': 'NSIS', 'size': 77419}, {'name': 'Kotlin', 'size': 68678}, {'name': 'JavaScript', 'size': 50497}, {'name': 'Shell', 'size': 44854}, {'name': 'TypeScript', 'size': 35958}, {'name': 'Swift', 'size': 23159}, {'name': 'PowerShell', 'size': 4052}, {'name': 'Dockerfile', 'size': 2177}, {'name': 'HTML', 'size': 1872}]",18,"[{'name': 'rust', 'stars': 36382}, {'name': 'webview', 'stars': 32}, {'name': 'high-performance', 'stars': 67}, {'name': 'works-with-vue', 'stars': 0}, {'name': 'works-with-gatsby', 'stars': 0}, {'name': 'works-with-svelte', 'stars': 0}, {'name': 'works-with-react', 'stars': 0}, {'name': 'works-with-quasar', 'stars': 0}, {'name': 'works-with-phaser', 'stars': 0}, {'name': 'works-with-yew', 'stars': 1}]",17,76041,3677,2907,"Build smaller, faster, and more secure desktop applications with a web frontend.",Rust,2019-07-13T09:09:37Z,2023-08-18T03:06:44Z,3894.0,Apache License 2.0,29,Contributor Covenant,True,tauri-apps/tauri,,348
iptv-org,iptv,67549,684,1755,False,False,"[{'name': 'JavaScript', 'size': 45934}, {'name': 'Shell', 'size': 754}]",2,"[{'name': 'iptv', 'stars': 157}, {'name': 'm3u', 'stars': 96}, {'name': 'playlist', 'stars': 49}, {'name': 'tv', 'stars': 44}, {'name': 'streams', 'stars': 12}]",5,246834,6321,6771,Collection of publicly available IPTV channels from all over the world,JavaScript,2018-11-14T22:00:57Z,2023-08-18T06:05:21Z,27224.0,The Unlicense,16,Contributor Covenant,True,iptv-org/iptv,,268
moby,moby,66490,18858,2945,False,False,"[{'name': 'Go', 'size': 9222897}, {'name': 'Shell', 'size': 151104}, {'name': 'Dockerfile', 'size': 55102}, {'name': 'PowerShell', 'size': 30799}, {'name': 'Makefile', 'size': 9433}, {'name': 'Python', 'size': 7179}, {'name': 'C', 'size': 4815}, {'name': 'HCL', 'size': 4142}, {'name': 'Assembly', 'size': 81}]",9,"[{'name': 'docker', 'stars': 74043}, {'name': 'containers', 'stars': 292}, {'name': 'go', 'stars': 58453}]",3,199420,23809,22085,Moby Project - a collaborative project for the container ecosystem to assemble container-based systems,Go,2013-01-18T18:10:57Z,2023-08-18T08:44:30Z,47100.0,Apache License 2.0,38,,True,moby/moby,,399
florinpop17,app-ideas,66483,8505,1802,False,False,[],0,"[{'name': 'applications', 'stars': 86}, {'name': 'ideas', 'stars': 54}, {'name': 'coding', 'stars': 1617}, {'name': 'hacktoberfest', 'stars': 26059}]",4,614,558,115,A Collection of application ideas which can be used to improve your coding skills.,,2019-02-25T18:36:56Z,2023-05-25T14:05:30Z,536.0,MIT License,2,Contributor Covenant,True,florinpop17/app-ideas,,59
thedaviddias,Front-End-Checklist,65869,6343,1469,False,False,[],0,"[{'name': 'frontend', 'stars': 49235}, {'name': 'front-end-development', 'stars': 130}, {'name': 'front-end-developer-tool', 'stars': 19}, {'name': 'guidelines', 'stars': 73}, {'name': 'checklist', 'stars': 46}, {'name': 'reference', 'stars': 46}, {'name': 'web-development', 'stars': 481}, {'name': 'html', 'stars': 107963}, {'name': 'css', 'stars': 96882}, {'name': 'javascript', 'stars': 163762}]",12,2883,295,144,🗂 The perfect Front-End Checklist for modern websites and meticulous developers,,2017-10-16T10:12:36Z,2023-08-16T21:15:43Z,700.0,Creative Commons Zero v1.0 Universal,7,Contributor Covenant,True,thedaviddias/Front-End-Checklist,,109
GrowingGit,GitHub-Chinese-Top-Charts,64928,9285,2235,False,False,"[{'name': 'Java', 'size': 125}]",1,[],0,46948,17,272,:cn: GitHub中文排行榜，各语言分设「软件 | 资料」榜单，精准定位中文好项目。各取所需，高效学习。,Java,2019-09-05T03:01:56Z,2023-08-18T00:52:08Z,630.0,Other,1,,True,GrowingGit/GitHub-Chinese-Top-Charts,,1
elastic,elasticsearch,64802,23451,2696,False,False,"[{'name': 'Java', 'size': 146225722}, {'name': 'Groovy', 'size': 361135}, {'name': 'StringTemplate', 'size': 64035}, {'name': 'Shell', 'size': 56360}, {'name': 'ANTLR', 'size': 45513}, {'name': 'Python', 'size': 21607}, {'name': 'Dockerfile', 'size': 18341}, {'name': 'Batchfile', 'size': 12277}, {'name': 'PowerShell', 'size': 7161}, {'name': 'CSS', 'size': 5424}]",16,"[{'name': 'elasticsearch', 'stars': 282}, {'name': 'java', 'stars': 147835}, {'name': 'search-engine', 'stars': 241}]",3,1101211,65666,32693,"Free and Open, Distributed, RESTful Search Engine",Java,2010-02-08T13:20:56Z,2023-08-18T08:40:31Z,71429.0,Other,543,,True,elastic/elasticsearch,,344
netdata,netdata,64719,5640,1367,False,False,"[{'name': 'C', 'size': 19078115}, {'name': 'JavaScript', 'size': 1569083}, {'name': 'Python', 'size': 1235791}, {'name': 'Shell', 'size': 852787}, {'name': 'Jupyter Notebook', 'size': 826625}, {'name': 'HTML', 'size': 492964}, {'name': 'C++', 'size': 179210}, {'name': 'Makefile', 'size': 163207}, {'name': 'M4', 'size': 137520}, {'name': 'CSS', 'size': 102567}]",17,"[{'name': 'monitoring', 'stars': 9085}, {'name': 'docker', 'stars': 74043}, {'name': 'statsd', 'stars': 7}, {'name': 'kubernetes', 'stars': 37442}, {'name': 'cncf', 'stars': 200}, {'name': 'prometheus', 'stars': 151}, {'name': 'netdata', 'stars': 9}, {'name': 'devops', 'stars': 1156}, {'name': 'observability', 'stars': 123}, {'name': 'alerting', 'stars': 36}]",20,155223,8049,7475,"Monitor your servers, containers, and applications, in high-resolution and in real-time!",C,2013-06-17T18:39:10Z,2023-08-18T06:23:12Z,16188.0,GNU General Public License v3.0,28,Contributor Covenant,True,netdata/netdata,,407
hakimel,reveal.js,64403,16638,1696,False,False,"[{'name': 'JavaScript', 'size': 287145}, {'name': 'HTML', 'size': 124709}, {'name': 'SCSS', 'size': 83442}, {'name': 'CSS', 'size': 1887}]",4,"[{'name': 'presentations', 'stars': 18}, {'name': 'slides', 'stars': 26}, {'name': 'slideshow', 'stars': 22}]",3,21367,1022,2252,The HTML Presentation Framework,JavaScript,2011-06-07T18:54:22Z,2023-08-16T18:37:40Z,2986.0,MIT License,5,,True,hakimel/reveal.js,,306
pallets,flask,63903,15844,2140,False,False,"[{'name': 'Python', 'size': 518379}, {'name': 'HTML', 'size': 405}, {'name': 'Shell', 'size': 198}, {'name': 'CSS', 'size': 18}]",4,"[{'name': 'python', 'stars': 277237}, {'name': 'flask', 'stars': 27782}, {'name': 'wsgi', 'stars': 12}, {'name': 'web-framework', 'stars': 113}, {'name': 'werkzeug', 'stars': 5}, {'name': 'jinja', 'stars': 6}, {'name': 'pallets', 'stars': 1}]",7,10362,2448,2527,The Python micro framework for building web applications.,Python,2010-04-06T11:11:59Z,2023-08-17T03:26:14Z,5145.0,"BSD 3-Clause ""New"" or ""Revised"" License",6,Contributor Covenant,True,pallets/flask,,400
